Event,Date,Weight Class,Fighter 1,Fighter 2,Winner,Method,Round,Time,Fight URL,Event URL,method,Fighter1_Elo_Start,Fighter2_Elo_Start,Fighter1_Elo_End,Fighter2_Elo_End
UFC on FOX: Johnson vs Dodson,2013-02-02,Light Heavyweight,Glover Teixeira,Quinton Jackson,Glover Teixeira,U-DEC,3,5:00,http://ufcstats.com/fight-details/638093bc4f69f639,http://ufcstats.com/event-details/738acab0c6934dd8,DEC,1043.7539049778266,1078.6619323987384,1066.9087459780962,1055.5070913984687
UFC on FOX: Johnson vs Dodson,2013-02-02,Lightweight,Anthony Pettis,Donald Cerrone,Anthony Pettis,KO/TKOKick,1,2:35,http://ufcstats.com/fight-details/bddf441908777c0c,http://ufcstats.com/event-details/738acab0c6934dd8,KO,1042.2562729301367,1104.306585702506,1069.2673974494644,1077.2954611831783
UFC on FOX: Johnson vs Dodson,2013-02-02,Lightweight,TJ Grant,Matt Wiman,TJ Grant,KO/TKOElbows,1,4:51,http://ufcstats.com/fight-details/e8c24a1754599237,http://ufcstats.com/event-details/738acab0c6934dd8,KO,1069.6906787931125,1090.0474478113854,1092.598460433503,1067.1396661709948
UFC on FOX: Johnson vs Dodson,2013-02-02,Featherweight,Ricardo Lamas,Erik Koch,Ricardo Lamas,KO/TKOElbows,2,2:32,http://ufcstats.com/fight-details/4e87af7e5156bbf7,http://ufcstats.com/event-details/738acab0c6934dd8,KO,1058.7650891719618,1040.9125218783365,1080.0000069555501,1019.6776040947481
UFC on FOX: Johnson vs Dodson,2013-02-02,Welterweight,Pascal Krauss,Mike Stumpf,Pascal Krauss,U-DEC,3,5:00,http://ufcstats.com/fight-details/856e171bdfc98cb5,http://ufcstats.com/event-details/738acab0c6934dd8,DEC,1003.8980470587014,979.2156170525027,1021.7916409102364,961.3220232009677
UFC on FOX: Johnson vs Dodson,2013-02-02,Light Heavyweight,Ryan Bader,Vladimir Matyushenko,Ryan Bader,SUBGuillotine Choke,1,0:50,http://ufcstats.com/fight-details/97cec48c97e7ea31,http://ufcstats.com/event-details/738acab0c6934dd8,SUB,1068.0958383644295,1056.3769918493274,1088.0310889384423,1036.4417412753146
UFC on FOX: Johnson vs Dodson,2013-02-02,Heavyweight,Shawn Jordan,Mike Russow,Shawn Jordan,KO/TKO,2,3:48,http://ufcstats.com/fight-details/ca28f69fa42f88ed,http://ufcstats.com/event-details/738acab0c6934dd8,KO,1007.038056243438,1057.7657610506058,1035.3763664238888,1029.4274508701549
UFC on FOX: Johnson vs Dodson,2013-02-02,Middleweight,Rafael Natal,Sean Spencer,Rafael Natal,SUBArm Triangle,3,2:13,http://ufcstats.com/fight-details/df0d3dec831e2142,http://ufcstats.com/event-details/738acab0c6934dd8,SUB,1000.2894428588023,1000.0,1023.2603044827484,977.0291383760539
UFC on FOX: Johnson vs Dodson,2013-02-02,Welterweight,David Mitchell,Simeon Thoresen,David Mitchell,U-DEC,3,5:00,http://ufcstats.com/fight-details/83f6a6fc79036749,http://ufcstats.com/event-details/738acab0c6934dd8,DEC,964.3484681907444,1004.4138450460981,987.984604644357,980.7777085924855
UFC on FOX: Johnson vs Dodson,2013-02-02,Featherweight,Clay Guida,Hatsu Hioki,Clay Guida,S-DEC,3,5:00,http://ufcstats.com/fight-details/76690fbdcaa85c21,http://ufcstats.com/event-details/738acab0c6934dd8,DEC,1061.4494394331066,1019.5475959830313,1077.9428211880347,1003.0542142281032
UFC 156: Aldo vs Edgar,2013-02-16,Welterweight,Demian Maia,Jon Fitch,Demian Maia,U-DEC,3,5:00,http://ufcstats.com/fight-details/171eb38b335030d3,http://ufcstats.com/event-details/601cf40c09090853,DEC,1117.210288875958,1167.54583303993,1141.815054667183,1142.941067248705
UFC 156: Aldo vs Edgar,2013-02-16,Featherweight,Jose Aldo,Frankie Edgar,Jose Aldo,U-DEC,5,5:00,http://ufcstats.com/fight-details/1c4e4b3358089960,http://ufcstats.com/event-details/601cf40c09090853,DEC,1075.6395635443546,1118.8482744557937,1099.5707568535947,1094.9170811465535
UFC 156: Aldo vs Edgar,2013-02-16,Light Heavyweight,Rogerio Nogueira,Rashad Evans,Rogerio Nogueira,U-DEC,3,5:00,http://ufcstats.com/fight-details/031eac0f0f85d0bf,http://ufcstats.com/event-details/601cf40c09090853,DEC,1040.3803567770767,1172.3139646724417,1073.0226086778844,1139.671712771634
UFC 156: Aldo vs Edgar,2013-02-16,Heavyweight,Antonio Silva,Alistair Overeem,Antonio Silva,KO/TKOPunches,3,0:25,http://ufcstats.com/fight-details/21419797f539de5e,http://ufcstats.com/event-details/601cf40c09090853,KO,1018.3506672169137,1028.8564341323902,1042.4193353300834,1004.7877660192205
UFC 156: Aldo vs Edgar,2013-02-16,Flyweight,Joseph Benavidez,Ian McCall,Joseph Benavidez,U-DEC,3,5:00,http://ufcstats.com/fight-details/40cc0ccf580a4836,http://ufcstats.com/event-details/601cf40c09090853,DEC,1035.7307283827392,981.5790819411285,1051.2651318243675,966.0446784995002
UFC 156: Aldo vs Edgar,2013-02-16,Bantamweight,Dustin Kimura,Chico Camus,Dustin Kimura,SUBRear Naked Choke,3,1:50,http://ufcstats.com/fight-details/6247ad19755b71d6,http://ufcstats.com/event-details/601cf40c09090853,SUB,1000.0,1018.3061077232846,1024.8755381187418,993.4305696045428
UFC 156: Aldo vs Edgar,2013-02-16,Welterweight,Tyron Woodley,Jay Hieron,Tyron Woodley,KO/TKOPunch,1,0:36,http://ufcstats.com/fight-details/8bcdb1c3418fe739,http://ufcstats.com/event-details/601cf40c09090853,KO,1000.0,949.3455898202675,1016.5951975228514,932.750392297416
UFC 156: Aldo vs Edgar,2013-02-16,Lightweight,King Green,Jacob Volkmann,King Green,SUBRear Naked Choke,3,4:25,http://ufcstats.com/fight-details/cd03bff050e53625,http://ufcstats.com/event-details/601cf40c09090853,SUB,1000.0,1059.919445249564,1029.3480071374092,1030.5714381121547
UFC 156: Aldo vs Edgar,2013-02-16,Lightweight,Isaac Vallie-Flagg,Yves Edwards,Isaac Vallie-Flagg,S-DEC,3,5:00,http://ufcstats.com/fight-details/54c842a037183f48,http://ufcstats.com/event-details/601cf40c09090853,DEC,1000.0,1052.3015067661936,1024.7916536268644,1027.5098531393292
UFC 156: Aldo vs Edgar,2013-02-16,Lightweight,Evan Dunham,Gleison Tibau,Evan Dunham,S-DEC,3,5:00,http://ufcstats.com/fight-details/1d43112d98de273a,http://ufcstats.com/event-details/601cf40c09090853,DEC,1060.5868093827294,1084.4616190371648,1082.7243800225103,1062.3240483973839
UFC 156: Aldo vs Edgar,2013-02-16,Bantamweight,Francisco Rivera,Edwin Figueroa,Francisco Rivera,KO/TKOPunches,2,4:20,http://ufcstats.com/fight-details/42eba784becde9ad,http://ufcstats.com/event-details/601cf40c09090853,KO,995.6146909192322,1019.4248522069547,1021.0661020432901,993.9734410828968
UFC on FUEL TV: Barao vs McDonald,2013-02-23,Welterweight,Gunnar Nelson,Jorge Santiago,Gunnar Nelson,U-DEC,3,5:00,http://ufcstats.com/fight-details/7549887ba7ae86e6,http://ufcstats.com/event-details/4679a38cced7c64a,DEC,1019.5785846191043,948.4856630477326,1033.83996012741,934.2242875394269
UFC on FUEL TV: Barao vs McDonald,2013-02-23,Bantamweight,Renan Barao,Michael McDonald,Renan Barao,SUBArm Triangle,4,3:57,http://ufcstats.com/fight-details/3dbf17b9946d26db,http://ufcstats.com/event-details/4679a38cced7c64a,SUB,1076.2263187945136,1075.0322683332183,1099.106220610135,1052.1523665175969
UFC on FUEL TV: Barao vs McDonald,2013-02-23,Featherweight,Cub Swanson,Dustin Poirier,Cub Swanson,U-DEC,3,5:00,http://ufcstats.com/fight-details/493b7a8e3253b133,http://ufcstats.com/event-details/4679a38cced7c64a,DEC,1052.7951439012413,1067.5375614299987,1074.1043045352467,1046.2284007959934
UFC on FUEL TV: Barao vs McDonald,2013-02-23,Light Heavyweight,Jimi Manuwa,Cyrille Diabate,Jimi Manuwa,KO/TKO,1,5:00,http://ufcstats.com/fight-details/2968840a5f24ce9f,http://ufcstats.com/event-details/4679a38cced7c64a,KO,1024.2624635826655,1027.931657403125,1045.6010320734642,1006.5930889123263
UFC on FUEL TV: Barao vs McDonald,2013-02-23,Light Heavyweight,James Te Huna,Ryan Jimmo,James Te Huna,U-DEC,3,5:00,http://ufcstats.com/fight-details/635ef1f12a60e9d7,http://ufcstats.com/event-details/4679a38cced7c64a,DEC,1055.307936964854,1022.6153886234366,1072.5427773161555,1005.3805482721352
UFC on FUEL TV: Barao vs McDonald,2013-02-23,Lightweight,Danny Castillo,Paul Sass,Danny Castillo,U-DEC,3,5:00,http://ufcstats.com/fight-details/530558f01ac425af,http://ufcstats.com/event-details/4679a38cced7c64a,DEC,1035.1279586478363,1042.0014971531098,1055.7338648474513,1021.3955909534948
UFC on FUEL TV: Barao vs McDonald,2013-02-23,Featherweight,Andy Ogle,Josh Grispi,Andy Ogle,U-DEC,3,5:00,http://ufcstats.com/fight-details/d607908be8b19273,http://ufcstats.com/event-details/4679a38cced7c64a,DEC,980.0,938.1731315759401,996.4993480065723,921.6737835693679
UFC on FUEL TV: Barao vs McDonald,2013-02-23,Middleweight,Tom Watson,Stanislav Nedkov,Tom Watson,KO/TKOKnee,2,4:42,http://ufcstats.com/fight-details/22a574162e2ebcf6,http://ufcstats.com/event-details/4679a38cced7c64a,KO,982.7760063185934,1023.1954405587961,1009.99570946302,995.9757374143695
UFC on FUEL TV: Barao vs McDonald,2013-02-23,Bantamweight,Vaughan Lee,Motonobu Tezuka,Vaughan Lee,U-DEC,3,5:00,http://ufcstats.com/fight-details/f509d5ffcc3f46fe,http://ufcstats.com/event-details/4679a38cced7c64a,DEC,978.3544042684938,978.4638197764605,998.3639862301885,958.4542378147657
UFC on FUEL TV: Barao vs McDonald,2013-02-23,Flyweight,Phil Harris,Ulysses Gomez,Phil Harris,U-DEC,3,5:00,http://ufcstats.com/fight-details/16ba92318ff66d4a,http://ufcstats.com/event-details/4679a38cced7c64a,DEC,978.8069510835484,979.0,998.8238585567967,958.9830925267516
UFC on FUEL TV: Barao vs McDonald,2013-02-23,Lightweight,Renee Forte,Terry Etim,Renee Forte,U-DEC,3,5:00,http://ufcstats.com/fight-details/e27a9b4b4a46f091,http://ufcstats.com/event-details/4679a38cced7c64a,DEC,974.9477982827843,1032.2325385843276,1000.2151661450843,1006.9651707220277
UFC 157: Rousey vs Carmouche,2013-03-02,Light Heavyweight,Lyoto Machida,Dan Henderson,Lyoto Machida,S-DEC,3,5:00,http://ufcstats.com/fight-details/ee43dc83049ecc8d,http://ufcstats.com/event-details/09c44b317c98bf96,DEC,1128.000413576086,1106.273384718522,1146.1402304294566,1088.1335678651515
UFC 157: Rousey vs Carmouche,2013-03-02,Bantamweight,Urijah Faber,Ivan Menjivar,Urijah Faber,SUBRear Naked Choke,1,4:34,http://ufcstats.com/fight-details/785c0e68b34ea383,http://ufcstats.com/event-details/09c44b317c98bf96,SUB,1008.5009151600472,1044.0295440932866,1032.874111504401,1019.6563477489326
UFC 157: Rousey vs Carmouche,2013-03-02,Welterweight,Court McGee,Josh Neer,Court McGee,U-DEC,3,5:00,http://ufcstats.com/fight-details/db43605f10bd67b4,http://ufcstats.com/event-details/09c44b317c98bf96,DEC,1014.1407771038148,986.3597600548753,1031.7780418477114,968.7224953109786
UFC 157: Rousey vs Carmouche,2013-03-02,Welterweight,Robbie Lawler,Josh Koscheck,Robbie Lawler,KO/TKOPunches,1,3:57,http://ufcstats.com/fight-details/b4db19e62f087a7f,http://ufcstats.com/event-details/09c44b317c98bf96,KO,1001.2368083516982,1129.2831500440343,1035.1000733552578,1095.4198850404748
UFC 157: Rousey vs Carmouche,2013-03-02,Heavyweight,Brendan Schaub,Lavar Johnson,Brendan Schaub,U-DEC,3,5:00,http://ufcstats.com/fight-details/50eb4822a74a417e,http://ufcstats.com/event-details/09c44b317c98bf96,DEC,1014.0066772094406,1022.7315983280195,1034.7771378396098,1001.9611376978502
UFC 157: Rousey vs Carmouche,2013-03-02,Women's Bantamweight,Ronda Rousey,Liz Carmouche,Ronda Rousey,SUBArmbar,1,4:49,http://ufcstats.com/fight-details/e9e6023dbba9a8b0,http://ufcstats.com/event-details/09c44b317c98bf96,SUB,1000.0,1000.0,1021.0,979.0
UFC 157: Rousey vs Carmouche,2013-03-02,Featherweight,Dennis Bermudez,Matt Grice,Dennis Bermudez,S-DEC,3,5:00,http://ufcstats.com/fight-details/80769cf090fa34dd,http://ufcstats.com/event-details/09c44b317c98bf96,DEC,1021.1976959018359,963.5139558564301,1036.4615191549087,948.2501326033574
UFC 157: Rousey vs Carmouche,2013-03-02,Lightweight,Sam Stout,Caros Fodor,Sam Stout,S-DEC,3,5:00,http://ufcstats.com/fight-details/2b3a1c063245e280,http://ufcstats.com/event-details/09c44b317c98bf96,DEC,1018.0079639715399,1000.0,1036.4600067250456,981.5479572464943
UFC 157: Rousey vs Carmouche,2013-03-02,Welterweight,Kenny Robertson,Brock Jardine,Kenny Robertson,SUBSuloev Stretch,1,2:57,http://ufcstats.com/fight-details/2a8ff828e4891b82,http://ufcstats.com/event-details/09c44b317c98bf96,SUB,967.0049356163834,985.1370806894721,989.7008440422734,962.4411722635821
UFC 157: Rousey vs Carmouche,2013-03-02,Welterweight,Neil Magny,Jon Manley,Neil Magny,U-DEC,3,5:00,http://ufcstats.com/fight-details/919ddc634c54ad20,http://ufcstats.com/event-details/09c44b317c98bf96,DEC,1000.0,1000.0,1020.0,980.0
UFC 157: Rousey vs Carmouche,2013-03-02,Welterweight,Nah-Shon Burrell,Yuri Villefort,Nah-Shon Burrell,U-DEC,3,5:00,http://ufcstats.com/fight-details/69ca032aaef2e3d0,http://ufcstats.com/event-details/09c44b317c98bf96,DEC,1000.0,1000.0,1020.0,980.0
UFC 157: Rousey vs Carmouche,2013-03-02,Lightweight,Michael Chiesa,Anton Kuivanen,Michael Chiesa,SUBRear Naked Choke,2,2:29,http://ufcstats.com/fight-details/69f8e2ba5d1048d4,http://ufcstats.com/event-details/09c44b317c98bf96,SUB,1021.0,999.7380875129535,1041.9055283182036,978.83255919475
UFC on FUEL TV: Silva vs. Stann,2013-03-16,Light Heavyweight,Wanderlei Silva,Brian Stann,Wanderlei Silva,KO/TKOPunch,2,4:08,http://ufcstats.com/fight-details/e2b547e64f6532bb,http://ufcstats.com/event-details/83c6c3e0f8bde8ee,KO,1005.031811597214,1044.1018275036254,1032.1062291698597,1017.0274099309796
UFC on FUEL TV: Silva vs. Stann,2013-03-16,Heavyweight,Mark Hunt,Stefan Struve,Mark Hunt,KO/TKOPunch,3,1:44,http://ufcstats.com/fight-details/c996b2ff10a915b1,http://ufcstats.com/event-details/83c6c3e0f8bde8ee,KO,1051.1864096674499,1114.849143773069,1080.9486703045395,1085.0868831359794
UFC on FUEL TV: Silva vs. Stann,2013-03-16,Lightweight,Diego Sanchez,Takanori Gomi,Diego Sanchez,S-DEC,3,5:00,http://ufcstats.com/fight-details/1acde2739237c4f8,http://ufcstats.com/event-details/83c6c3e0f8bde8ee,DEC,1097.4825938038803,1027.4410391502417,1111.821133554601,1013.1024993995212
UFC on FUEL TV: Silva vs. Stann,2013-03-16,Middleweight,Yushin Okami,Hector Lombard,Yushin Okami,S-DEC,3,5:00,http://ufcstats.com/fight-details/e830cb1df07f3466,http://ufcstats.com/event-details/83c6c3e0f8bde8ee,DEC,1130.5482910150333,1015.6586156133181,1141.8189294898523,1004.3879771384992
UFC on FUEL TV: Silva vs. Stann,2013-03-16,Featherweight,Rani Yahya,Mizuto Hirota,Rani Yahya,U-DEC,3,5:00,http://ufcstats.com/fight-details/1dcc880fc80e6332,http://ufcstats.com/event-details/83c6c3e0f8bde8ee,DEC,1014.1115336209706,1000.0,1032.8934941181979,981.2180395027727
UFC on FUEL TV: Silva vs. Stann,2013-03-16,Middleweight,Brad Tavares,Riki Fukuda,Brad Tavares,U-DEC,3,5:00,http://ufcstats.com/fight-details/c79c00f5443c2f6e,http://ufcstats.com/event-details/83c6c3e0f8bde8ee,DEC,1050.049741254477,1000.9452635847282,1065.9754267804,985.0195780588053
UFC on FUEL TV: Silva vs. Stann,2013-03-16,Bantamweight,Takeya Mizugaki,Bryan Caraway,Takeya Mizugaki,S-DEC,3,5:00,http://ufcstats.com/fight-details/7af713ee9e3006eb,http://ufcstats.com/event-details/83c6c3e0f8bde8ee,DEC,1020.8207735294969,1043.7385884434102,1042.8709393942393,1021.688422578668
UFC on FUEL TV: Silva vs. Stann,2013-03-16,Lightweight,Kazuki Tokudome,Cristiano Marcello,Kazuki Tokudome,U-DEC,3,5:00,http://ufcstats.com/fight-details/8666332154fc6f4a,http://ufcstats.com/event-details/83c6c3e0f8bde8ee,DEC,1000.0,1001.1942580832404,1020.1046976452766,981.0895604379638
UFC on FUEL TV: Silva vs. Stann,2013-03-16,Welterweight,Hyun Gyu Lim,Marcelo Guimaraes,Hyun Gyu Lim,KO/TKOKnee,2,4:00,http://ufcstats.com/fight-details/68e1a69423360900,http://ufcstats.com/event-details/83c6c3e0f8bde8ee,KO,1000.0,1018.2006454966488,1024.8645557719924,993.3360897246564
UFC on FUEL TV: Silva vs. Stann,2013-03-16,Welterweight,Dong Hyun Kim,Siyar Bahadurzada,Dong Hyun Kim,U-DEC,3,5:00,http://ufcstats.com/fight-details/e0bdef2580715030,http://ufcstats.com/event-details/83c6c3e0f8bde8ee,DEC,1083.0006434672798,1025.6308401121685,1098.2884072145482,1010.3430763649
UFC 158: St-Pierre vs Diaz,2013-04-06,Middleweight,Chris Camozzi,Nick Ring,Chris Camozzi,S-DEC,3,5:00,http://ufcstats.com/fight-details/79dcde3ad50f6165,http://ufcstats.com/event-details/f1b2a4365799c48b,DEC,1057.5198259906726,1040.8332354282627,1076.0834329629445,1022.2696284559909
UFC 158: St-Pierre vs Diaz,2013-04-06,Welterweight,Georges St-Pierre,Nick Diaz,Georges St-Pierre,U-DEC,5,5:00,http://ufcstats.com/fight-details/e5e3c3a055df3016,http://ufcstats.com/event-details/f1b2a4365799c48b,DEC,1256.21082581218,1050.8403225208233,1262.7811794580591,1044.2699688749442
UFC 158: St-Pierre vs Diaz,2013-04-06,Welterweight,Johny Hendricks,Carlos Condit,Johny Hendricks,U-DEC,3,5:00,http://ufcstats.com/fight-details/29398b15b94c3847,http://ufcstats.com/event-details/f1b2a4365799c48b,DEC,1166.2633075467554,1091.9510802024183,1180.2899395120237,1077.92444823715
UFC 158: St-Pierre vs Diaz,2013-04-06,Welterweight,Jake Ellenberger,Nate Marquardt,Jake Ellenberger,KO/TKOPunch,1,3:00,http://ufcstats.com/fight-details/5adcbd20eed3795d,http://ufcstats.com/event-details/f1b2a4365799c48b,KO,1097.514546726071,1108.0290641103693,1119.4911079030198,1086.0525029334206
UFC 158: St-Pierre vs Diaz,2013-04-06,Welterweight,Patrick Cote,Bobby Voelker,Patrick Cote,U-DEC,3,5:00,http://ufcstats.com/fight-details/d0797451df1de80f,http://ufcstats.com/event-details/f1b2a4365799c48b,DEC,982.2999446832013,1000.0,1003.8759912936424,978.4239533895588
UFC 158: St-Pierre vs Diaz,2013-04-06,Lightweight,Mike Ricci,Colin Fletcher,Mike Ricci,U-DEC,3,5:00,http://ufcstats.com/fight-details/cc6e74d0558b7340,http://ufcstats.com/event-details/f1b2a4365799c48b,DEC,980.0,980.0,1000.0,960.0
UFC 158: St-Pierre vs Diaz,2013-04-06,Bantamweight,George Roop,Reuben Duran,George Roop,U-DEC,3,5:00,http://ufcstats.com/fight-details/8e4650807ea06626,http://ufcstats.com/event-details/f1b2a4365799c48b,DEC,948.8627791213049,985.4057427465606,972.1698105845462,962.0987112833193
UFC 158: St-Pierre vs Diaz,2013-04-06,Welterweight,Jordan Mein,Dan Miller,Jordan Mein,KO/TKOPunches,1,4:42,http://ufcstats.com/fight-details/b6c46c3c239e7863,http://ufcstats.com/event-details/f1b2a4365799c48b,KO,1000.0,1021.9780447754298,1023.0626908373202,998.9153539381095
UFC 158: St-Pierre vs Diaz,2013-04-06,Lightweight,John Makdessi,Daron Cruickshank,John Makdessi,U-DEC,3,5:00,http://ufcstats.com/fight-details/0bd0ca01a255038c,http://ufcstats.com/event-details/f1b2a4365799c48b,DEC,1017.3360189978154,1041.166208058055,1039.4695112958364,1019.032715760034
UFC 158: St-Pierre vs Diaz,2013-04-06,Welterweight,Rick Story,Quinn Mulhern,Rick Story,KO/TKOPunch,1,3:05,http://ufcstats.com/fight-details/9030c92a161afaf9,http://ufcstats.com/event-details/f1b2a4365799c48b,KO,1058.6634690795952,1000.0,1074.6121788144833,984.0512902651119
UFC 158: St-Pierre vs Diaz,2013-04-06,Bantamweight,TJ Dillashaw,Issei Tamura,TJ Dillashaw,KO/TKOKick,2,0:26,http://ufcstats.com/fight-details/9c3db86db300119e,http://ufcstats.com/event-details/f1b2a4365799c48b,KO,1021.6681757550582,997.650577825251,1042.3093367981255,977.0094167821837
UFC 158: St-Pierre vs Diaz,2013-04-06,Featherweight,Darren Elkins,Antonio Carvalho,Darren Elkins,KO/TKOPunch,1,3:06,http://ufcstats.com/fight-details/7b9de06ef8c09ba6,http://ufcstats.com/event-details/f1b2a4365799c48b,KO,1075.2823307592032,1024.3451999846443,1091.854461690146,1007.7730690537014
UFC on FUEL TV: Mousasi vs Latifi,2013-04-13,Light Heavyweight,Gegard Mousasi,Ilir Latifi,Gegard Mousasi,U-DEC,3,5:00,http://ufcstats.com/fight-details/3509779ebe302d06,http://ufcstats.com/event-details/6291ac0a3726732f,DEC,1000.0,1000.0,1020.0,980.0
UFC on FUEL TV: Mousasi vs Latifi,2013-04-13,Lightweight,Ross Pearson,Ryan Couture,Ross Pearson,KO/TKOPunches,2,3:45,http://ufcstats.com/fight-details/fa520c5834cda94e,http://ufcstats.com/event-details/6291ac0a3726732f,KO,1053.4015368571195,1000.0,1071.3325804559345,982.0689564011851
UFC on FUEL TV: Mousasi vs Latifi,2013-04-13,Heavyweight,Matt Mitrione,Philip De Fries,Matt Mitrione,KO/TKOPunches,1,0:19,http://ufcstats.com/fight-details/a89b9eeacdb85ec1,http://ufcstats.com/event-details/6291ac0a3726732f,KO,1047.8150816611612,997.4562258877322,1064.4344119248794,980.836895624014
UFC on FUEL TV: Mousasi vs Latifi,2013-04-13,Bantamweight,Brad Pickett,Mike Easton,Brad Pickett,S-DEC,3,5:00,http://ufcstats.com/fight-details/4e69c86d09c9f782,http://ufcstats.com/event-details/6291ac0a3726732f,DEC,1005.1640293793598,1038.2529168306635,1028.149961756019,1015.2669844540043
UFC on FUEL TV: Mousasi vs Latifi,2013-04-13,Featherweight,Diego Brandao,Pablo Garza,Diego Brandao,SUBArm Triangle,1,3:27,http://ufcstats.com/fight-details/f3ebaf9af44c1e6d,http://ufcstats.com/event-details/6291ac0a3726732f,SUB,1020.6259553363004,1013.4324772838474,1040.9693193736748,993.0891132464732
